RAVEN_sample_ID,Time,_ROM_Cluster,Year,scaling,Dispatch__npp__production__electricity,Dispatch__cspturbine__production__electricityBoost,Dispatch__cspturbine__production__heat,Dispatch__solar__production__heat,Dispatch__H_Import__production__heat,Dispatch__TES__level__heat,Dispatch__TES__charge__heat,Dispatch__TES__discharge__heat,Dispatch__grid__production__electricity,Dispatch__gridBoost__production__electricityBoost,Cap_DNI,Price,ProbabilityWeight,prefix,PointProbability
0,103,1,2022,1.0,48.6000003669,5.83983017172,-17.6964550658,0.0,-9.99999090909e-09,0.00464278295521,-99991.1134926,100008.809948,-48.6000003669,-5.83983017172,0.0,76.34301,1.0,1,1.0
0,104,1,2022,1.0,48.6000003222,4.35983071677,-13.2116082326,29.215876333,-9.99999090909e-09,16.0089108733,-100007.964721,99991.9604527,-48.6000003222,-4.35983071677,0.6492417,55.4978,1.0,1,1.0
0,105,1,2022,1.0,48.6000002987,2.87983148472,-8.7267620749,34.7078292525,-9.99999090909e-09,41.989978041,-100012.896547,99986.9154802,-48.6000002987,-2.87983148472,0.771285097,48.53705,1.0,1,1.0
0,106,1,2022,1.0,48.6000002828,1.40000059524,-4.24242604618,35.5868206948,-9.99999090909e-09,73.3343726796,-100015.546992,99984.2025977,-48.6000002828,-1.40000059524,0.79081824,44.74779,1.0,1,1.0
0,107,1,2022,1.0,48.6000002557,1.40000043797,-4.2424255696,34.4810860376,-9.99999090909e-09,103.573033138,-100015.003156,99984.7644957,-48.6000002557,-1.40000043797,0.766246359,39.48103,1.0,1,1.0
0,108,1,2022,1.0,48.6000002556,1.40000044081,-4.24242557821,25.0269728518,-9.99999090909e-09,124.357580401,-100010.33934,99989.554793,-48.6000002556,-1.40000044081,0.556154957,39.45606,1.0,1,1.0
0,109,1,2022,1.0,48.6000002582,1.48000084234,-4.48485103738,33.4057848795,-9.99999090909e-09,153.278514233,-100014.36482,99985.4438863,-48.6000002582,-1.48000084234,0.742350778,39.90647,1.0,1,1.0
0,110,1,2022,1.0,48.6000002803,2.96000038822,-8.96969814613,34.383300673,-9.99999090909e-09,178.69211675,-100012.633654,99987.2200513,-48.6000002803,-2.96000038822,0.764073351,44.20324,1.0,1,1.0
0,111,1,2022,1.0,48.6000003243,4.44000013819,-13.4545458733,32.4137051922,-9.99999090909e-09,197.651276059,-100009.441221,99990.4820614,-48.6000003243,-4.44000013819,0.720304563,56.22791,1.0,1,1.0
0,112,1,2022,1.0,48.6000003704,5.9199999079,-17.9393936603,23.8744237906,-9.99999090909e-09,203.586306179,-100002.965704,99997.0306743,-48.6000003704,-5.9199999079,0.530542756,78.65586,1.0,1,1.0
0,113,1,2022,1.0,48.6000003843,7.39999939653,-22.4242405955,0.0,-9.99999090909e-09,181.162065574,-99988.7185275,100011.142768,-48.6000003843,-7.39999939653,0.0,89.3872,1.0,1,1.0
0,114,1,2022,1.0,48.6000003765,7.3999997021,-22.4242415215,0.0,-9.99999090909e-09,158.737824042,-99988.7178303,100011.142072,-48.6000003765,-7.3999997021,0.0,82.98497,1.0,1,1.0
0,115,1,2022,1.0,48.6000003687,7.39999959792,-22.4242412058,0.0,-9.99999090909e-09,136.313582826,-99988.7182322,100011.142473,-48.6000003687,-7.39999959792,0.0,77.48496,1.0,1,1.0
